Traffic_Light_State,Weather_Condition,Traffic_Condition,Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h
Red,Clear,Medium,4.075.381.622.348.920,-7.370.370.030.538.940,153,4.081.273.003.928.380,6.466.765.314.779.290,0,-33.631.639.118.675.200,48,32,4.479.185.357.825.540,"16786452765730400,00%"
Yellow,Snow,Medium,4.083.070.219.270.680,-738.390.318.557.336,88,45.359.141.690.912.100,5.272.587.578.587.280,0,27.463.706.405.395.200,21,42,6.825.868.963.941.620,"229834214438762000,00%"
Red,Snow,Medium,40.759.422.483.191.700,-7.378.304.813.842.470,11,606.054.815.600.962,7.674.982.902.873.750,0,9.471.106.682.035.210,57,22,2.143.569.590.141.960,"1841106903163080000,00%"
Yellow,Fog,Medium,4.086.953.243.306.720,-7.387.326.948.939.070,148,3.426.962.952.606.000,44.112.000.007.137.700,0,-9.032.903.431.354.130,13,26,372.973.177.347.817,"244330374485026000,00%"
Red,Rain,Medium,4.087.748.284.382.540,-739.826.395.450.081,156,62.054.608.381.141.600,4.589.457.783.588.630,0,47.140.989.721.875.500,88,6,9.563.763.335.324.820,"2908484884022740000,00%"
Green,Clear,Medium,4.071.159.589.061.760,-7.399.898.077.716.940,26,6.653.667.872.859.690,5.422.455.482.839.720,0,149.850.315.078.917,95,49,2.922.376.411.529.490,"1884849505299730000,00%"
Red,Snow,Medium,40.813.684.528.774.100,-7.398.654.572.856.670,106,50.635.426.546.365.600,31.464.629.236.268.200,0,-8.800.987.965.568.730,72,8,31.878.814.509.579.800,"186034948367563000,00%"
Red,Fog,Medium,4.081.007.481.486.850,-739.301.170.683.002,169,25.724.758.954.074.500,4.052.324.688.883.990,0,-24.350.591.062.285.100,30,25,47.483.309.058.900.300,"2412514958215910000,00%"
Yellow,Snow,Medium,4.080.704.166.361.050,-7.394.361.151.624.800,64,6.985.071.301.234.790,7.801.795.046.851.710,0,4.689.486.174.058.860,75,33,20.259.106.696.432.600,"239176458519055000,00%"
Red,Fog,Medium,4.077.126.098.597.890,-7.378.483.981.954.620,76,5.106.583.914.606.020,5.119.853.535.899.730,0,8.829.878.938.734.290,83,42,3.026.271.446.201.690,"1452639986281560000,00%"
Green,Clear,Medium,40.698.697.934.187.300,-7.385.338.261.366.680,139,5.332.819.989.565.950,23.461.110.857.904.800,0,-6.381.561.399.080.750,11,43,509.548.867.180.399,"1542613775888180000,00%"
Yellow,Clear,Medium,4.078.640.227.050.980,-73.712.020.132.272,181,5.189.393.305.736.810,779.255.869.970.311,0,23.633.430.903.525.100,76,48,39.163.176.286.163.900,"2837126283305970000,00%"
Green,Fog,Medium,406.568.419.256.025,-7.377.819.842.934.760,190,750.697.489.074.213,5.195.576.231.426.740,0,48.631.202.873.733.700,96,6,4.628.977.963.672.290,"2611450318886590000,00%"
Green,Rain,Medium,40.759.143.660.223.900,-7.376.124.825.774.330,73,3.577.844.844.000.200,34.149.983.364.108.900,0,7.000.933.008.031.500,78,7,326.898.875.556.682,"695987297324189000,00%"
Green,Rain,Medium,407.264.406.471.046,-7.392.477.409.106.930,64,30.372.556.549.292.900,5.225.423.666.073.920,0,-6.508.291.442.833.170,38,7,1.303.366.160.708.770,"2202400323288780000,00%"
Yellow,Rain,Medium,4.062.475.177.227.320,-7.386.823.861.665.180,163,4.896.496.635.086.750,7.892.138.085.654.610,0,2.891.290.049.487.990,63,30,10.441.081.658.140.600,"2054853134818440000,00%"
Red,Fog,Medium,4.060.962.569.461.090,-7.396.643.144.905.130,188,2.150.569.087.144.560,658.625.787.991.291,0,-4.919.125.259.259.250,51,3,4.775.712.336.496.800,"234734356417239000,00%"
Red,Fog,Medium,4.064.866.097.650.140,-7.372.668.523.669.880,199,4.488.799.719.168.800,1.745.173.404.351.560,0,-3.783.647.160.980.830,41,12,12.076.657.419.223.500,"604765420753607000,00%"
Red,Snow,Medium,40.732.317.804.401.200,-7.381.479.880.685.520,154,3.689.617.185.652.220,20.245.187.651.456.900,0,6.963.213.085.036.380,60,2,26.480.845.138.310.900,"1142894619078010000,00%"
Green,Snow,Medium,40.797.404.831.773.800,-7.396.507.716.262.550,191,43.100.387.994.632.500,320.520.498.624.918,0,-7.053.984.786.001.440,19,21,19.960.676.354.757.400,"952410076931690000,00%"
Green,Fog,Medium,4.079.125.480.674.890,-7.385.070.069.651.460,41,2.970.610.811.636.140,4.878.079.267.986.230,0,6.728.695.310.582.640,15,13,3.749.939.338.190.760,"1164053193667030000,00%"
Yellow,Clear,Medium,407.765.214.455.574,-7.393.747.155.508.650,200,5.930.579.002.343.250,23.567.866.897.888.700,0,-43.865.102.482.831.600,42,29,6.417.828.463.516.670,"208890592829926000,00%"
Red,Clear,Medium,4.081.602.185.586.100,-738.508.721.627.959,10,6.736.094.922.825.160,50.061.054.623.790.700,0,5.844.252.352.594.870,94,23,2.745.953.325.323.390,"2894826469202750000,00%"
Red,Snow,Medium,40.734.099.682.848.700,-7.389.848.281.362.460,132,40.467.019.030.435.300,53.171.622.092.633.300,0,7.795.038.754.063.900,67,42,4.104.975.658.731.420,"2410400885159010000,00%"
Yellow,Rain,Medium,408.058.340.467.348,-7.377.340.216.376.600,148,6.822.699.952.946.140,60.668.035.836.065.700,0,-8.287.704.168.582.900,90,14,1.579.308.656.722.830,"17720954434328400,00%"
Green,Snow,Medium,40.615.070.707.537.700,-7.375.674.343.931.510,127,6.759.986.632.600.360,32.117.662.399.640.000,0,22.789.340.508.131.400,53,33,28.467.332.277.196.900,"2267893339445740000,00%"
Green,Rain,Medium,40.644.922.290.644.800,-7.383.901.308.965.560,97,33.840.661.750.507.500,7.592.983.806.002.170,0,5.289.113.812.002.720,31,36,4.940.319.222.281.920,"189687824036782000,00%"
Yellow,Fog,Medium,4.074.199.366.058.470,-739.139.000.170.316,113,6.525.694.439.735.790,4.432.563.062.335.980,0,9.499.197.281.250.530,63,48,3.760.722.032.539.120,"116861899947866000,00%"
Yellow,Clear,Medium,4.072.430.966.963.470,-7.372.403.052.093.680,169,6.680.955.851.891.470,1.939.741.962.693.750,0,-5.562.527.175.610.530,93,27,34.301.449.134.143.300,"2132164570220050000,00%"
Yellow,Fog,Medium,40.621.378.679.084.500,-7.381.626.248.713.200,192,25.903.481.402.541.100,39.431.583.650.451.700,0,-9.675.872.762.120.810,8,45,6.700.031.461.015.440,"139615779015758000,00%"
Green,Fog,Medium,4.069.639.964.599.200,-7.380.429.351.908.080,41,2.192.342.877.622.440,6.938.643.440.697.100,0,7.193.672.639.947.020,67,42,13.810.912.007.732.200,"1941528750972230000,00%"
Yellow,Rain,Medium,40.705.765.828.642.400,-7.376.282.557.921.560,190,4.042.933.559.596.220,7.327.430.907.849.730,0,-8.277.915.499.353.000,65,49,42.181.485.367.531.900,"1528818166503170000,00%"
Yellow,Fog,Medium,40.641.539.613.528.700,-7.394.902.488.183.230,67,33.334.471.955.414.300,11.080.538.519.374.400,0,19.736.809.649.462.600,22,0,12.471.262.889.712.200,"1190415988341520000,00%"
Red,Snow,Medium,40.735.926.887.374.200,-737.194.473.667.668,182,7.584.276.558.293.960,6.694.540.909.373.970,0,1.959.734.170.473.110,51,33,2.334.608.234.930.400,"1402259359741230000,00%"
Green,Rain,Medium,4.071.307.078.007.150,-7.383.224.426.254.680,175,4.718.320.283.173.300,24.315.466.747.849.900,0,-8.065.430.690.103.240,34,16,20.899.842.620.937.900,"265496965971893000,00%"
Green,Rain,Medium,408.221.126.687.407,-7.385.329.376.504.340,12,29.854.940.567.330.900,7.835.209.056.976.340,0,750.916.215.754.569,78,26,38.224.079.131.986.300,"288039598873339000,00%"
Green,Snow,Medium,407.659.108.690.631,-7.374.354.327.409.400,66,3.637.705.711.749.680,6.451.411.506.048.570,0,6.684.303.925.193.640,27,37,21.121.742.674.384.000,"1332810358950000000,00%"
Red,Snow,Medium,4.081.536.475.574.540,-7.391.383.592.797.820,163,30.531.697.668.042.000,63.431.636.506.554.800,0,-27.705.231.611.951.700,15,25,3.620.327.268.347.690,"949033902016591000,00%"
Red,Clear,Medium,4.073.368.553.156.130,-737.099.034.724.766,14,55.613.126.863.923.500,5.136.299.336.626.420,0,-7.611.527.532.541.200,59,39,1.880.373.938.627.070,"1040148545910170000,00%"
Green,Rain,Medium,4.070.010.097.514.770,-7.371.264.567.533.560,161,5.468.226.756.275.520,45.086.941.521.706.600,0,-7.838.081.717.463.860,10,23,43.064.991.576.032.900,"292398012757405000,00%"
Red,Rain,Medium,40.750.475.870.906.500,-7.395.553.096.109.960,131,4.857.688.691.140.840,1.938.823.167.112.080,0,5.798.486.952.154.270,71,15,18.711.937.231.411.300,"282115883645581000,00%"
Yellow,Rain,Medium,40.606.867.658.686.100,-7.378.944.319.002.920,152,39.990.372.732.842.100,20.925.543.290.655.500,0,-7.358.048.773.633.270,70,25,4.396.149.926.059.340,"818549782763732000,00%"
Yellow,Clear,Medium,40.713.810.062.730.000,-73.863.645.693.917,13,7.160.932.086.250.710,7.470.528.816.646.990,0,-5.360.143.765.296.790,31,13,26.664.445.776.050.200,"2679505841158370000,00%"
Yellow,Rain,Medium,4.082.448.197.529.410,-738.048.863.920.902,110,715.055.044.834.905,11.325.670.974.277.400,0,-8.160.315.189.252.850,98,17,21.588.124.657.621.100,"1072239830137710000,00%"
Green,Fog,Medium,4.082.654.062.258.860,-7.389.004.817.113.800,157,61.402.485.787.937.800,4.667.089.203.563.500,0,44.753.202.886.729.700,60,40,49.426.787.088.620.200,"1346971463739370000,00%"
Red,Clear,Medium,40.736.519.940.377.200,-7.382.080.673.845.810,65,7.599.725.541.414.270,5.735.210.043.032.690,0,4.283.571.981.276.430,41,41,44.276.524.020.353.200,"2474257867598820000,00%"
Yellow,Snow,Medium,4.081.280.227.087.650,-7.372.379.957.982.070,41,3.670.056.038.175.530,694.009.132.309.092,0,-882.757.801.644.241,6,30,45.825.893.374.255.000,"1263614311190430000,00%"
Red,Fog,Medium,4.086.915.595.244.680,-7.393.670.991.139.650,87,49.129.867.420.856.800,7.914.198.701.282.140,0,7.097.713.776.563.970,44,5,1.258.294.812.903.990,"2244397253818850000,00%"
Green,Snow,Medium,4.069.591.893.981.030,-7.385.451.043.207.290,86,61.023.314.922.075.900,5.518.859.285.903.720,0,6.226.177.278.271.370,7,16,12.275.460.554.488.800,"1021207705170680000,00%"
Green,Fog,Medium,4.062.813.060.034.770,-7.384.068.589.703.060,144,22.913.123.577.393.600,7.476.219.320.267.000,0,4.868.810.940.404.590,97,6,8.076.065.045.449.700,"238784606488837000,00%"
Green,Clear,Medium,40.895.885.798.770.200,-7.394.815.070.616.090,182,27.722.792.981.612.800,54.226.416.832.576.500,0,4.004.433.755.470.230,20,17,41.718.745.828.995.600,"2756058786729200000,00%"
Green,Rain,Medium,40.631.486.853.655.300,-738.691.534.149.279,118,4.553.800.530.393.250,25.570.603.856.314.400,0,8.563.912.381.348.760,50,28,17.046.468.260.531.800,"886231140734023000,00%"
Red,Snow,Medium,4.077.317.138.286.200,-7.378.584.489.021.320,162,25.542.126.080.555.900,22.473.933.992.043.600,0,-6.948.844.336.653.680,74,37,42.170.451.334.840.600,"1861825364297190000,00%"
Yellow,Fog,Medium,406.092.751.909.405,-7.394.810.121.700.110,54,6.694.604.046.605.520,7.807.867.764.295.910,0,8.900.505.613.915.760,65,21,649.471.470.794.677,"2514433751135000000,00%"
Yellow,Snow,Medium,40.801.463.521.223.600,-7.391.097.328.451.410,168,5.133.143.340.418.020,6.457.640.167.464.060,0,537.854.960.087.087,1,3,46.342.719.915.550.500,"2821079333412650000,00%"
Yellow,Snow,Medium,4.061.941.744.066.060,-7.399.913.974.846.050,104,4.005.444.793.855.860,29.265.451.355.165.000,0,200.877.574.968.926,35,44,12.347.132.062.535.200,"1100200915336800,00%"
Yellow,Clear,Medium,4.076.454.482.328.840,-7.391.665.795.100.390,190,7.771.864.147.462.190,16.663.494.241.223.300,0,9.839.371.885.158.030,83,25,4.053.532.844.328.480,"147868754746497000,00%"
Red,Rain,Medium,40.771.163.381.877.800,-7.383.082.007.424.770,46,3.070.713.176.672.720,39.724.532.160.564.100,0,39.723.310.014.641.800,31,33,18.333.438.258.063.300,"1287509329024160000,00%"
Yellow,Fog,Medium,407.039.974.666.919,-7.395.984.456.840.920,173,6.694.340.287.028.600,31.757.219.239.076.800,0,-4.876.247.905.662.810,99,12,13.761.936.019.117.300,"1701255152178600000,00%"
Green,Snow,Medium,40.683.888.816.311.700,-7.380.933.980.776.270,179,2.808.317.161.465.190,4.541.980.080.190.880,0,8.172.621.472.087.190,73,37,10.479.638.378.759.600,"210938136556795000,00%"
Red,Clear,Medium,4.083.356.516.049.480,-7.391.723.511.531.330,99,344.162.866.813.571,7.040.148.695.673.240,0,5.200.478.222.373.370,58,14,20.301.547.382.033.800,"2278685305399590000,00%"
Red,Fog,Medium,40.671.360.843.809.200,-7.371.467.965.899.950,122,5.599.119.983.417.820,7.442.104.834.621.590,0,-573.481.047.557.193,47,34,49.972.670.239.823.700,"2819710109989700000,00%"
Red,Rain,Medium,4.074.076.986.334.770,-7.388.494.895.590.460,107,5.302.598.615.330.690,3.149.378.577.523.370,0,48.904.143.856.140.100,62,32,31.844.865.238.071.500,"230284451447250000,00%"
Yellow,Fog,Medium,4.069.222.828.014.820,-7.388.874.420.474.490,179,3.318.456.049.228.710,10.606.869.840.891.100,0,19.026.178.238.910.200,25,10,459.956.879.529.465,"1781280095629420000,00%"
Green,Snow,Medium,40.668.832.559.670.200,-7.384.381.457.674.130,110,29.531.562.978.371.200,21.458.306.065.429.700,0,21.214.881.889.375.100,85,38,36.137.410.033.617.700,"1615577016789420000,00%"
Red,Fog,Medium,4.069.710.191.315.840,-7.375.367.837.298.870,191,4.545.128.086.593.750,4.036.784.920.260.670,0,-3.585.892.183.034.970,47,40,28.132.048.091.285.800,"1639884601718900000,00%"
Red,Rain,Medium,4.084.489.268.432.790,-738.535.882.870.335,157,43.788.900.153.187.000,5.020.487.340.839.530,0,-2.112.727.470.915.770,56,47,26.793.715.695.599.900,"789076313997800000,00%"
Red,Clear,Medium,4.061.980.855.254.130,-7.373.256.223.319.200,136,31.143.880.358.443.900,1.932.062.495.683.250,0,27.414.727.828.610.900,32,29,48.875.100.083.315.500,"1349688436608260000,00%"
Green,Clear,Medium,40.765.923.441.277.400,-7.372.112.848.653.870,157,3.592.222.222.744.800,3.938.743.153.296.100,0,-9.963.869.768.894.100,31,14,657.387.938.592.739,"22970526568611900,00%"
Yellow,Clear,Medium,4.078.836.959.848.590,-7.392.243.330.601.090,61,4.380.497.073.564.460,6.299.321.919.083.650,0,-7.121.931.842.546.770,87,32,2.731.599.061.249.230,"2400003933533440000,00%"
Yellow,Rain,Medium,4.061.404.061.070.700,-738.736.085.721.991,192,6.219.834.077.070.240,4.734.440.593.792.610,0,-7.170.345.095.740.950,7,29,4.911.892.032.390.340,"66563649026805400,00%"
Red,Fog,Medium,4.072.018.849.097.810,-7.370.379.210.971.160,180,2.578.197.200.514.080,5.233.422.701.767.230,0,4.296.407.390.308.840,39,2,2.172.150.902.069.160,"2019164662856730000,00%"
Red,Snow,Medium,4.061.226.828.125.630,-7.375.375.594.425,147,4.940.426.065.655.710,22.640.311.743.030.400,0,7.041.383.826.531.060,99,45,2.869.728.780.191.690,"178154494239332000,00%"
Red,Rain,Medium,40.820.535.568.306.100,-7.373.924.176.120.730,163,4.081.725.606.272.240,7.309.491.978.976.090,0,9.346.161.601.870.970,61,26,2.758.498.641.030.470,"287386261829133000,00%"
Yellow,Snow,Medium,4.066.308.054.856.070,-7.370.604.563.331.340,68,22.493.533.284.239.000,2.230.080.149.909.240,0,6.849.543.597.154.300,58,12,175.585.679.842.735,"262440173109570000,00%"
Green,Clear,Medium,40.765.484.167.489.500,-73.813.730.012.621,131,4.422.591.982.392.180,6.769.796.785.960.780,0,14.338.868.761.916.500,67,8,37.171.844.756.226.100,"201123471353818000,00%"
Green,Rain,Medium,406.248.863.168.807,-7.397.465.540.976.110,88,3.825.218.220.016.880,6.116.947.369.498.850,0,-6.200.607.656.672.240,2,18,3.079.737.299.593.040,"864249137731167000,00%"
Green,Rain,Medium,4.079.190.513.622.530,-7.389.767.761.870.930,170,52.027.055.002.545.100,21.883.441.221.302.500,0,-9.098.872.551.682.390,72,0,4.363.799.975.094.930,"1760786554068050000,00%"
Green,Clear,Medium,40.892.494.887.976.400,-7.386.920.574.452.230,45,3.208.284.470.598.770,5.815.268.207.572.060,0,4.157.973.413.708.010,2,0,48.124.241.902.128.900,"2500880184015820000,00%"
Red,Rain,Medium,4.061.881.284.238.390,-7.379.626.981.418.470,200,46.298.324.176.013.500,3.715.949.166.572.790,0,44.323.017.940.020.600,67,36,1.690.658.290.634.960,"2002095889845180000,00%"
Green,Snow,Medium,407.033.254.499.915,-7.381.233.914.972.160,156,21.830.329.649.984.400,759.332.756.698.344,0,874.060.036.455.073,78,33,33.789.857.846.156.600,"2576220469642580000,00%"
Green,Clear,Medium,40.758.343.470.744.100,-7.374.346.435.856.620,124,27.812.583.003.213.200,26.338.170.848.860.700,0,2.774.265.462.945.430,81,5,26.521.341.057.639.400,"240778614155861000,00%"
Green,Snow,Medium,4.076.338.132.925.480,-7.389.335.415.423.830,129,2.696.795.134.374.120,7.450.876.634.753.770,0,-8.110.686.655.513.800,67,11,4.493.147.292.301.900,"299812487874557000,00%"
Green,Clear,Medium,40.871.931.714.452.400,-7.390.038.206.364.680,30,39.366.746.263.087,4.790.168.945.545.960,0,5.842.972.202.825.990,59,28,40.414.109.073.474.800,"2305674756067890000,00%"
Yellow,Rain,Medium,4.078.305.415.035.170,-7.376.912.577.241.160,29,417.738.175.180.519,5.674.098.200.497.890,0,5.624.529.810.683.220,50,34,10.410.218.381.044.500,"2997179721131470000,00%"
Red,Fog,Medium,40.888.735.129.134.700,-7.376.695.419.757.430,144,27.451.450.104.811.000,10.902.340.282.553.200,0,4.590.065.665.750.400,42,13,4.018.754.188.938.200,"2050273654011000000,00%"
Green,Rain,Medium,40.805.104.409.566.700,-7.380.667.321.016.110,11,6.665.639.427.336.440,6.111.192.340.000.150,0,-37.647.264.914.555.600,21,49,35.894.746.157.142.600,"1273960877023280000,00%"
Green,Rain,Medium,4.079.211.092.023.410,-7.388.031.590.648.630,71,34.655.589.270.585.000,7.502.148.553.099.230,0,-27.095.470.194.304.600,48,21,4.160.551.477.001.460,"244787897595488000,00%"
Green,Rain,Medium,40.807.330.311.588.600,-7.395.703.003.393.130,31,202.654.290.139.879,12.918.081.456.753.100,0,-3.242.421.632.179.560,86,4,25.785.958.077.664.300,"1438625222564960000,00%"
Green,Rain,Medium,40.732.656.507.967.300,-737.432.903.652.653,19,26.191.345.951.010.800,47.575.375.081.473.100,0,-8.454.047.581.625.900,33,24,9.755.328.148.855.020,"591992541294861000,00%"
Red,Snow,Medium,407.688.680.648.123,-739.998.567.641.638,114,4.311.150.962.279.870,6.193.290.549.642.870,0,-2.131.546.074.868.110,98,36,40.401.719.895.881.400,"1582435356954410000,00%"
Green,Clear,Medium,4.073.628.214.876.730,-7.380.941.378.533.380,73,28.946.444.739.084.100,6.541.001.101.582.720,0,-34.444.078.909.830.400,56,43,33.648.971.420.157.000,"1073340181528420000,00%"
Green,Fog,Medium,40.784.458.607.576.400,-738.035.549.461.037,126,36.169.080.210.542.100,11.707.833.101.352.300,0,-7.786.446.196.623.870,26,19,3.003.958.992.891.360,"1977446094264670000,00%"
Green,Snow,Medium,407.200.458.438.549,-7.384.166.940.985.650,144,4.566.517.893.221.480,576.743.667.441.177,0,5.445.840.009.648.300,83,11,10.530.724.922.944.900,"272646360150667000,00%"
Yellow,Rain,Medium,4.062.125.725.577.280,-7.399.955.954.316.260,182,56.927.581.557.915.100,31.149.657.075.622.300,0,47.959.201.221.897.600,9,12,2.676.569.654.646.270,"1101858359492050000,00%"
Green,Fog,Medium,4.061.697.980.728.680,-737.655.583.684.913,114,7.879.213.816.682.080,37.617.848.178.195.400,0,31.451.612.991.338.200,13,41,21.946.212.545.647.400,"179746862987378000,00%"
Red,Rain,Medium,40.658.666.326.187.200,-7.370.527.647.289.000,113,6.673.074.835.700.740,31.533.998.184.911.000,0,5.454.409.129.845.790,16,11,4.004.398.018.226.420,"165273199631636000,00%"
Red,Rain,Medium,4.082.656.473.086.780,-7.375.534.573.997.290,193,6.268.429.051.675.600,35.028.818.470.088.900,0,3.218.487.167.535.090,67,25,37.310.508.385.400.100,"93560571944629900,00%"
Red,Snow,Medium,4.067.726.173.841.940,-7.387.320.108.816.620,62,3.150.361.251.359.940,15.153.525.895.013.100,0,1.511.716.035.887.740,53,31,23.065.881.103.100.100,"2544290747447800000,00%"
Red,Fog,Medium,40.893.496.140.671.700,-7.384.773.737.452.230,37,7.644.144.984.474.660,54.868.620.447.991.900,0,7.426.466.874.376.870,35,36,34.909.701.906.926.800,"102297116651429000,00%"
Green,Rain,Medium,4.075.765.620.851.690,-7.395.444.290.015.110,197,7.136.826.406.977.020,27.781.588.097.044.100,0,-1.667.000.536.297.320,75,40,19.863.819.664.981.600,"2138966980182030000,00%"
Red,Fog,Medium,4.067.747.685.975.950,-737.296.763.282.567,191,43.965.668.689.556.300,6.299.306.187.804.760,0,8.192.053.289.087.490,20,0,6.039.226.816.528.800,"1078559699061970000,00%"
Red,Snow,Medium,40.629.994.272.209.700,-738.325.180.923.781,72,43.114.728.327.131.300,5.199.287.750.238.370,0,-3.912.326.552.409.810,94,14,19.820.434.209.116.800,"1172135950315110000,00%"
Yellow,Clear,Medium,40.673.587.226.513.000,-737.394.671.035.546,175,5.889.129.002.992.160,7.827.044.680.258.030,0,4.104.842.564.705.220,41,11,32.108.893.791.713.900,"2511530634401790000,00%"
Red,Clear,Medium,4.087.174.063.090.980,-7.374.130.322.943.590,128,7.962.210.487.928.270,7.980.960.775.629.640,0,41.800.277.572.233.400,15,10,1.362.284.951.338.490,"1063565473797180000,00%"
Green,Clear,Medium,4.082.922.080.795.990,-7.386.849.019.244.540,87,6.723.760.597.496.460,7.628.572.104.677.960,0,-9.098.185.014.739.300,9,37,1.286.152.603.907.640,"805404655861225000,00%"
